ref_cell_id,X,Y,Z,Col11a2,Emilin3a,Fgf10a,Hand2,Myod1,Prdm1a,Robo3,Sox9a,Tbx5a
110,0.2527666998281668,0.12329364981990779,0.09849870183269024,0.5980065286643188,0.3467677513833784,0.13188760729367474,0.33141521696518617,0.1747827405257541,0.06021893648174308,0.13081085389491962,0.4060180216973469,0.4595486172637437
111,0.2644851536500234,0.041701988631130824,0.16142408014471235,0.5940517061764601,0.04705790173249107,0.18002601326642786,0.09922638596766813,0.43707238024990197,0.14313785318208366,0.2497227485701241,0.1621558761892767,0.20480401989694422
112,0.4655456419361968,0.1891656385216741,0.04865927120845767,0.6911844077887583,0.025938575976059253,0.12427673866992303,0.11336908583264803,0.03592483572752021,0.07229065771585892,0.0799137891071248,0.058023952604381715,0.16363996610637158
113,0.02955121169592086,0.1403910838510038,0.0757310147717554,0.4784969627707099,0.03450919121980008,0.14560845931131405,0.27852828758294396,0.0664316593454897,0.13340492103359924,0.12093736425084242,0.27245680365325997,0.3589358556913606
114,0.4262105691509717,0.15840971053578717,0.21686471416397654,0.5528146793783251,0.02389850620020737,0.19805641277684266,0.22679971151242437,0.057721320910352036,0.11804737369872843,0.18920581997227526,0.17500654668301427,0.5261755874751581
115,0.33260860288052085,0.07425683005145371,0.056914317373795785,0.5037912152828304,0.043535061012036476,0.11677064629623925,0.10132002434316686,0.33748634523149906,0.08761595233122581,0.14840968852091485,0.24885187713417342,0.21041051502508715
116,0.2216035894473602,0.08161722504430845,0.06708077589390195,0.5853220682834908,0.05153207545836301,0.15291339130401715,0.08941410455680945,0.42460496158965827,0.09770970308857779,0.18833510494110642,0.23390568795679442,0.2162407148639517
117,0.07475435903054693,0.15175241644595125,0.1933658584620468,0.5257031808166922,0.013130075882354365,0.15599251582205803,0.21079941651060982,0.07998969514400368,0.5232311717591287,0.2376377404107834,0.114778746339421,0.12703538784238097
118,0.30454141482971026,0.11117225297379166,0.41253551048594594,0.5487228198965842,0.030161255287827555,0.21183566887038535,0.2209272582474775,0.11070964928836426,0.5429667326454327,0.3533395334512109,0.11181502569267573,0.10896986392849432
119,0.12583976389594886,0.10019957356077584,0.1898306124959203,0.6480845029080983,0.03635339991397884,0.2567473168781398,0.5265484889549612,0.06293775599112343,0.1407340343845452,0.26039901661414533,0.15662531663716622,0.6207846643186813
120,0.21788152813038045,0.11249766956312382,0.32738426270213455,0.5725068225222666,0.03277593656821004,0.7327071029985296,0.2902646909383893,0.06691141063976129,0.18653135485736005,0.6043452032098926,0.1364304552398611,0.4782326748494113
121,0.1301279946155777,0.17775531350424356,0.0674629186472926,0.443475263352844,0.02478953861145864,0.14605944390303632,0.30355295124162635,0.10733829437094995,0.08803339439966432,0.12494532392733945,0.3130566428926074,0.4396389400796736
122,0.3152261947436215,0.09239450046941626,0.2556300830952014,0.558098277144766,0.21299867690949964,0.25207308930149097,0.24022192183605284,0.10767068500663939,0.08259894862561842,0.15978718977666187,0.5613542770343253,0.6248570855886791
123,0.1670235205201722,0.20394738034086324,0.14173369635610808,0.4721846221872074,0.022099297059193515,0.17355170959135693,0.5309960975760745,0.18135370518011829,0.10036418300597404,0.1287202213236072,0.10908474940073554,0.5502051268903064
